11320	Influenza_A_virus
11520	Influenza_B_virus
277944	Human_coronavirus_NL63
31631	Human_coronavirus_OC43
290028	Human_coronavirus_HKU1
12730	Human_respirovirus_1
11216	Human_respirovirus_3
2560526	Human_orthorubulavirus_4
2560525	Human_orthorubulavirus_2
3048148	Human_metapneumovirus
11250	Human_respiratory_syncytial_virus
11234	Measles_morbillivirus
12059	Enterovirus
